,Topic,Count,Name,Representation,Representative_Docs
109,108,20,108_サプリ_葉酸 サプリ_葉酸_サプリ 出来る,"['サプリ', '葉酸 サプリ', '葉酸', 'サプリ 出来る', '出来る 葉酸', '出来る 葉酸 サプリ', 'サプリ 出来る 葉酸', 'サプリ 出来る 葉酸 サプリ', 'サプリ サプリ 出来る', 'サプリ サプリ']","['出来る 葉酸 サプリ すすめ 葉酸 サプリ 葉酸 サプリ サプリ 活 出来る 飲ん 葉酸 サプリ', '出来る 葉酸 サプリ すすめ 葉酸 サプリ 葉酸 サプリ サプリ 活 出来る 飲ん 葉酸 サプリ', '出来る 葉酸 サプリ すすめ 葉酸 サプリ 葉酸 サプリ サプリ 活 出来る 飲ん 葉酸 サプリ']"
110,109,20,109_神奈川_神奈川 在住_在住_神奈川 在住 現在,"['神奈川', '神奈川 在住', '在住', '神奈川 在住 現在', '在住 現在', '在住 神奈川', '神奈川 在住 神奈川', '現在 神奈川', '在住 現在 神奈川', '神奈川 在住 現在 神奈川']","['神奈川 神奈川 在住 神奈川 在住 現在 号 子宮 号 子宮 頚管', '神奈川 在住 現在 神奈川 在住 神奈川 言葉 魔法 言葉', '神奈川 神奈川 在住 神奈川 在住 現在 号 子宮 号 子宮 頚管']"
111,110,20,110_保護 保護_保護 保護 保護_保護_高齢,"['保護 保護', '保護 保護 保護', '保護', '高齢', '保護 保護 固まっ', '女性 保護', '保護 固まっ', '拒否 保護', '保護 保護 保護 保護 高齢', '拒否 保護 保護 保護 保護']","['高齢 女性 保護 保護 保護 固まっ 拒否 保護 保護 保護 保護 高齢 ママ 子ども', '高齢 女性 保護 保護 保護 固まっ 拒否 保護 保護 保護 保護 高齢 ママ 子ども', '高齢 女性 保護 保護 保護 固まっ 拒否 保護 保護 保護 保護 高齢 ママ 子ども']"
112,111,20,111_まとめ 今年_まとめ 去年_まとめ_納税 まとめ,"['まとめ 今年', 'まとめ 去年', 'まとめ', '納税 まとめ', '納税', 'まとめ 今年 まとめ', '今年 まとめ', '去年', '納税 まとめ 去年', '納税 まとめ 今年']","['まとめ 今年 まとめ 去年 納税 まとめ 今年 納税 まとめ 去年 まとめ 去年 ふるさと', 'まとめ 今年 まとめ 去年 納税 まとめ 今年 納税 まとめ 去年 まとめ 去年 ふるさと', 'まとめ 今年 まとめ 去年 納税 まとめ 今年 納税 まとめ 去年 まとめ 去年 ふるさと']"
113,112,19,112_ズレ_てんてこ舞い_かかり つけ_入院,"['ズレ', 'てんてこ舞い', 'かかり つけ', '入院', 'かかり', '健診 間に合い', 'ドキドキ 診察', 'ズレ 痛く', '行き 気持ち', '確保 難し']","['聞きつけ 売っ 欲しい 過ぎ 終わり 差し掛かっ 終わり 差し掛かっ ころ 差し掛かっ ころ 病院 思い出し 頂い 良かっ', 'ズレ 痛く なっ ズレ 痛く ズレ つけ 医薬 ズレ 痛く なく ズレ だいたい 過去', '確保 難し 確保 難し 体調 今日 やはり 予定 ルート 確保 難し 入院 ルート 確保']"
114,113,19,113_次元_次元 元夫_元夫_書い 次元,"['次元', '次元 元夫', '元夫', '書い 次元', '元彼', '次元 元夫 次元', '元夫 次元', '元彼 戦い', '書い 次元 元夫', '次元 元夫 義母']","['元彼 母 戦い 次元 元夫 書い 次元 元夫 次元 元夫 義母 元夫', '元彼 母 戦い 次元 元夫 書い 次元 元夫 次元 元夫 義母 元夫', '元彼 母 戦い 次元 元夫 書い 次元 元夫 次元 元夫 義母 元夫']"
115,114,19,114_年子 ほぼ_年子_ほぼ_年子 ほぼ 年子,"['年子 ほぼ', '年子', 'ほぼ', '年子 ほぼ 年子', 'ほぼ 年子', '申し 年子', '申し 年子 ほぼ', '年子 ほぼ ワン', 'ほぼ ワン', 'ほぼ 年子 ほぼ']","['年子 ほぼ 年子 ほぼ ワン 申し 年子 ほぼ 子ども ま 子ども', '年子 ほぼ 年子 ほぼ ワン 申し 年子 ほぼ 年子 子ども', '年子 ほぼ 年子 ほぼ ワン 申し 年子 ほぼ 年子 子ども']"
116,115,19,115_香り_香り 香り_木犀_金麦,"['香り', '香り 香り', '木犀', '金麦', '木犀 香り', '幸せ 香り', '香水', '香り 幸せ', '香害', '金麦 金麦']","['香り 香り パイン 香り 香り 勧め 看板 香り 階 看板 香り', '木犀 香り 野菜 木犀 香り 限定 木犀 香り エディション 木犀 香り 木犀 香り オリーブ', '愛し 香り 香り 愛し 香り かつて 愛し 香り 香り 香り 香り 胸 ときめかし']"
117,116,19,116_アンケート_まとめ アンケート_結果 まとめ_アンケート 結果,"['アンケート', 'まとめ アンケート', '結果 まとめ', 'アンケート 結果', 'アンケート 結果 まとめ', 'まとめ', 'アメブロ 主に', '嬉しい アメブロ', 'アメブロ', 'アンケート 結果 まとめ まとめ アンケート']","['嬉しい アメブロ 主に アンケート 結果 まとめ まとめ アンケート 題 まとめ アンケート アンケート', 'アンケート 結果 まとめ まとめ アンケート まとめ アンケート 題 結果 まとめ アンケート 嬉しい アメブロ 主に', 'アンケート 結果 まとめ まとめ アンケート まとめ アンケート 題 結果 まとめ アンケート 嬉しい アメブロ 主に']"
118,117,19,117_主婦 家族_主婦_平凡_うっかり 主婦,"['主婦 家族', '主婦', '平凡', 'うっかり 主婦', 'うっかり', '家族 平凡', '家族', '平凡 かつ', '主婦 家族 平凡', 'ありきたり']","['主婦 家族 平凡 うっかり 主婦 家族 ブログ うっかり 主婦 紹介 ペ 革新 平凡 かつ ありきたり', '主婦 家族 平凡 家族 平凡 うっかり 主婦 家族 家族 平凡 かつ 平凡 かつ ありきたり', '主婦 家族 平凡 うっかり 主婦 家族 ブログ うっかり 主婦 平凡 かつ ありきたり うっかり 主婦']"
119,118,18,118_治療 記事_記事 妊娠_記事_治療 記事 妊娠,"['治療 記事', '記事 妊娠', '記事', '治療 記事 妊娠', '記事 妊娠 記事', '妊娠 記事', '記事 治療 記事', '記事 治療', '記事 治療 記事 妊娠', '治療 記事 治療 記事']","['治療 記事 治療 記事 妊娠 記事 産後 記事 記事 妊娠 記事 記事 不妊 治療', '治療 記事 治療 記事 妊娠 記事 不妊 治療 記事 妊娠 記事 不妊 治療 記事', '治療 記事 治療 記事 妊娠 記事 不妊 治療 記事 妊娠 記事 不妊 治療 記事']"
120,119,18,119_作文_書い_書き_書類 保護,"['作文', '書い', '書き', '書類 保護', '子育て ワキガ', '読ん ほんと', '作文 作文', '子供 書き', '書い 大人', '欲しい 書い']","['就学 迫り 読め 迫り 読め 書け 読め 書け 息子 前代 未聞 公文 移し 学研 繋がら', '親子 でき 作文 文献 読ん 息子 作文 慣れ 子供 子供 そもそも 作文 作文 取り組み まとめ', '作文 失敗 学習 電子 書籍 善方 息子 適性 作文 作文 当初 作文 作文 苦戦 中学']"
121,120,18,120_電車_寒く_止まら 電車_公共,"['電車', '寒く', '止まら 電車', '公共', '間に合い', '徒歩', '電車 止まっ', '電車 マタニティ', '出勤 強風', '寒く 電車']","['通勤 電車 マタニティ 電車 マタニティ 電車 マタニティ マーク 最近 出掛ける マタニティー 電車', '電車 足元 寒く 寒く 寒く 電車 寒く 電車 帰り みなとみらい 馬車 寒く 電車 座席', 'み 電車 止まっ 電車 間に合う 慌て 電車 止まっ 電車 止まっ 動い 電車 間に合う']"
122,121,18,121_精子_体外_受精_精子 出会っ,"['精子', '体外', '受精', '精子 出会っ', '体外 受精', '精子 人工', '夫婦 あり', '乗り越える', '定例', '生まれ変わる']","['夫 杉山 婦人 精子 精子 選別 自費 精子 数値 表 精液 精子 検査', '精子 出会っ 精子 出会っ 受精 高い 精子 出会っ 乗り越え 精子 出会っ 子宝 診断 できる', '運動 精子 人工 精子 人工 授精 精子 検査 人工 精子 人工 運動 精子 検査']"
123,122,18,122_保健_保健 保健_保健 面談_くれ 保健,"['保健', '保健 保健', '保健 面談', 'くれ 保健', '検査 健康', '健康', '面談', '保健 相談', '主人 保健', '保健 聞き取り']","['主人 保健 主人 保健 伺い せっかく 主人 保健 保健 産後 つい 教育 つい 保健', '保健 面談 義母 できる いる 保健 いる 保健 いる 保健 面談 保健', '票 保健 話し 保健 話し 票 保健 保健 保健 話し 絵']"
124,123,17,123_中耳_発疹_耳かき_ワキガ,"['中耳', '発疹', '耳かき', 'ワキガ', '右耳', '鼻水', '外科', '光る', '右耳 中耳', '悪い 中耳']","['耳たぶ つい 中耳 つい 中耳 耳垂れ 中耳 耳垂れ 耳たぶ つい つい 中耳', '悪い 耳鼻 行っ 悪い 中耳 疑惑 かなり 悪い 中耳 もし 軽い 中耳 悪い 中耳', '水分 摂れ 飲み薬 中耳 なっ いる 右耳 中耳 なっ 点滴 右耳 中耳 右耳 中耳']"
125,124,17,124_生まれ 女の子_女の子_女の子 大阪_生まれ,"['生まれ 女の子', '女の子', '女の子 大阪', '生まれ', '女の子 生まれ 女の子', '男女', '女の子 女の子', '女の子 生まれ', '生まれ 女の子 女の子', '男女 生まれ']","['男女 生まれ 女の子 生まれ 女の子 生まれ 女の子 母 女の子 母 大阪 生活 長女', '男女 生まれ 女の子 生まれ 女の子 女の子 母 大阪 女の子 生まれ 女の子 母', '生まれ 女の子 男女 生まれ 女の子 生まれ 女の子 母 女の子 母 大阪 女の子 母']"
126,125,17,125_写真 保存_写真 保管_写真_保管,"['写真 保存', '写真 保管', '写真', '保管', '保管 写真', '写真 保管 写真', '保存', '写真 保存 写真', '保存 写真', '保存 インターネット']","['及び 写真 保存 及び 写真 保管 写真 保存 インターネット 写真 保存 写真 保管', '写真 保管 写真 保存 写真 保存 インターネット 及び 写真 保存 及び 写真 保管', '写真 保管 写真 保存 写真 保存 インターネット 及び 写真 保存 及び 写真 保管']"
127,126,17,126_同姓_使い回し 同姓_使い回し_同名,"['同姓', '使い回し 同姓', '使い回し', '同名', '同姓 同名', '幸い 定期', '使い回し 同姓 同名', '都合 主義', '予定 都合', '予定 都合 主義']","['予定 都合 主義 人物 使い回し 同姓 頂け 幸い 定期 幸い 定期 更新 使い回し 同姓 同名', '予定 都合 主義 人物 使い回し 同姓 頂け 幸い 定期 幸い 定期 更新 使い回し 同姓 同名', '予定 都合 主義 人物 使い回し 同姓 頂け 幸い 定期 思い 予定 使い回し 同姓 同名']"
128,127,17,127_子育て_子育て あり_子育て 向い_もともと 子育て,"['子育て', '子育て あり', '子育て 向い', 'もともと 子育て', '子育て 暴れ', '分から 子育て', '子育て 言っ', '普通 子育て', '子ども 入る', 'ほとんど 子育て']","['子育て 暴れ しまっ 子育て 暴れ 普通 子育て 暴れ 困難 普通 子育て 普通 子育て', 'ござい 子育て あり 子育て あり ち あり 全然 更新 子育て あり つん 更新 自己 紹介', 'ござい 子育て あり 子育て あり ち 女の子 なり 特に 子育て あり つん あり 全然 更新']"
129,128,17,128_視力_馬鹿_馬鹿 馬鹿_中心 見え,"['視力', '馬鹿', '馬鹿 馬鹿', '中心 見え', '見え 中心', 'レン', '見る', '見え', '見っ', '様子 見っ']","['視力 良く 視力 視力 良く 良く 視力 視力 下がる ない 視力 下がる', '歪ん 見え 中心 物 中心 見え 中心 見え なる 見え 中心 見え 中心 見え', 'もう 馬鹿 馬鹿 馬鹿 馬鹿 すぎ もう 馬鹿 冷える もう 馬鹿 馬鹿 馬鹿']"
130,129,17,129_中絶_命日_命日 中絶_中絶 中絶,"['中絶', '命日', '命日 中絶', '中絶 中絶', '中絶 経ち', '経ち', '命日 中絶 経ち', '中期 中絶', '命日 中絶 命日', '中絶 命日']","['中絶 する 羊水 中絶 中絶 中期 中絶 中絶 中絶 聞く 先生 中絶 中絶', '翼 命日 中絶 命日 中絶 経ち 命日 中絶 今日 翼 弟 節句 今日 翼', '命日 中絶 経ち 翼 命日 中絶 命日 中絶 翼 命日 命日']"
131,130,16,130_保冷_保温_保温 保冷_保冷 保温,"['保冷', '保温', '保温 保冷', '保冷 保温', 'コンセント', '保冷 保冷', 'シート', '保存 双子', '真空', 'トッテ']","['保冷 シート ベビー 保冷 シート シート 保冷 冷感 シート 保冷 保冷 冷感 保冷', '保冷 冷感 保冷 保冷 冷却 保冷 保冷 シート ベビー 保冷 冷感 保冷 冷却', 'タンブラー 保温 保冷 保温 保冷 ふた 保冷 保温 こぼれ 保温 保冷 蓋 保冷 保温']"
132,131,16,131_新宿_新宿 比較_比較 新宿_比較,"['新宿', '新宿 比較', '比較 新宿', '比較', '新宿 比較 新宿', '新宿 新宿', '比較 新宿 新宿', '比較 新宿 新宿 比較', '新宿 新宿 比較', '婦人 新宿']","['比較 表 新宿 新宿 比較 表 表 新宿 杉山 新宿 比較 婦人 新宿', '比較 表 新宿 新宿 比較 表 表 新宿 杉山 新宿 比較 婦人 新宿', '比較 表 新宿 新宿 比較 表 表 新宿 杉山 新宿 比較 婦人 新宿']"
133,132,16,132_ほどほど_ほどほど 適当_適当_はまる,"['ほどほど', 'ほどほど 適当', '適当', 'はまる', 'はまる ほどほど', '適当 言葉', 'ほどほど 適当 言葉', '適当 ほどほど', 'ほどほど 適当 ほどほど', '読書 はまる ほどほど']","['ほどほど ほどほど 適当 言葉 ほどほど 適当 読書 はまる ほどほど はまる ほどほど 適当', 'ほどほど 適当 言葉 ほどほど 適当 ほどほど 読書 はまる ほどほど はまる ほどほど 適当', 'ほどほど 適当 言葉 ほどほど 適当 ほどほど 読書 はまる ほどほど はまる ほどほど 適当']"
134,133,16,133_男の子_男の子 決め_男の子 男の子_ほんと 様子,"['男の子', '男の子 決め', '男の子 男の子', 'ほんと 様子', '決め あっ', '決め あっ 男の子', '高く あまり', '男の子 後ろ', '来る 男の子', '男の子 来る']","['待つ 友達 男の子 娘 来る 男の子 来る 男の子 顔 来る 男の子 親子 通園 男の子', '男の子 子供 連れ 男の子 叫ん 混ん 男の子 叫ん 男の子 叫ん 暴れ 女の子 左手 男の子', '男の子 決め どう 男の子 決め あっ 男の子 決め あっ 男の子 決め 決め あっ 男の子']"
135,134,16,134_トイレ_トイレット_トイレ 行っ_折り畳める,"['トイレ', 'トイレット', 'トイレ 行っ', '折り畳める', '途中 トイレ', 'トレ', 'やっ トイレ', 'トイレ 事情', 'トイレ 出来る', '珍しい トイレ']","['乗る トイレ 行っ 乗る トイレ 状況 初めて トイレ 放置 ちゃんと トイレット トイレ 便器 座ら', 'だいたい トイレ 行け トイレ 行け 間に合わ だいたい トイレ トレ だいたい トイレ 間に合わ お漏らし トイレ', '娘 トイレ 行っ トイレ 行く 無理 トイレ 行く トイレ 行っ 座っ トイレ 行っ']"
136,135,16,135_海外 旅行_海外_旅行 海外_海外 旅行 海外 旅行,"['海外 旅行', '海外', '旅行 海外', '海外 旅行 海外 旅行', '旅行 海外 旅行', '海外 旅行 海外', '旅行', 'ベトナム', '旅行 初めて', '旅行 海外 旅行 海外 旅行']","['海外 旅行 グアム 海外 旅行 初 海外 旅行 海外 旅行 来 初めて 海外 旅行', '海外 旅行 グアム 海外 旅行 初めて 海外 旅行 初 海外 旅行 海外 旅行 来', '海外 旅行 グアム 海外 旅行 初めて 海外 旅行 初 海外 旅行 海外 旅行 来']"
137,136,16,136_治療 初期_治療 費用_初期 流産_治療 初期 流産,"['治療 初期', '治療 費用', '初期 流産', '治療 初期 流産', '治療', '費用 総額', '治療 費用 総額', '治療 育児', '費用', '総額']","['治療 費用 総額 治療 育児 妊娠 治療 初期 流産 検査 不妊 治療 記録 不妊 治療', '治療 費用 総額 治療 育児 妊娠 治療 初期 流産 検査 不妊 治療 記録 不妊 治療', '治療 費用 総額 治療 育児 妊娠 治療 初期 流産 検査 不妊 治療 記録 不妊 治療']"
138,137,16,137_寿司_寿司 食べ_寿司 寿司_我が家 寿司,"['寿司', '寿司 食べ', '寿司 寿司', '我が家 寿司', '巻き寿司', '寿司 食べ 寿司', '海苔', '食べ 寿司', 'ひと手間', '久し 千葉']","['寿司 食べ 寿司 行く 人生 妊娠 寿司 食べ 寿司 食べ 刺身 思いつい くら 寿司', '寿司 食べ 行き 寿司 食べ 寿司 食べ いる 美味し 寿司 食べ 我慢 いる 寿司', '寿司 行か 我が家 寿司 寿司 行か 寿司 寿司 寿司 行か 寿司']"
139,138,15,138_生理_やっぱり 生理_生理 やっぱり_やっぱり,"['生理', 'やっぱり 生理', '生理 やっぱり', 'やっぱり', '予測', 'やっぱり 夫婦', '行く 産後', '入る 産後', '駆け込ん', '産後']","['先生 予測 生理 生理 到来 生理 予測 生理 生まれ 生理 生まれ 予測 先生 予測', 'やっぱり 生理 予兆 疑惑 やっぱり 生理 予定 通り 生理 やっぱり 生理 しまい 予定 通り', 'やっぱり 生理 来る 分かっ やっぱり 生理 やっぱり 生理 妊娠 分かっ やっぱり 思う やっぱり 子供']"
140,139,15,139_子育て 中心_中心_子育て 中心 子育て 中心_中心 子育て,"['子育て 中心', '中心', '子育て 中心 子育て 中心', '中心 子育て', '中心 子育て 中心', '子育て 中心 子育て', '中心 ファミリー', 'ファミリー', '子育て 中心 ファミリー', '子育て']","['息子 子育て 中心 弟 子育て 中心 中心 ファミリー 日常 子育て 中心 ファミリー 子育て 中心', '息子 子育て 中心 子育て 中心 弟 子育て 中心 子育て 中心 ファミリー 息子 子育て', '弟 子育て 中心 子育て 中心 ファミリー 子育て 中心 息子 子育て 中心 中心']"
141,140,15,140_愛犬_愛犬 愛犬_愛犬 散歩_犬印,"['愛犬', '愛犬 愛犬', '愛犬 散歩', '犬印', '散歩', '子犬', '犬印 犬印', '書い 愛犬', '愛犬 書い', '犬友']","['回し 愛犬 トリミング 機 回し 愛犬 愛犬 トリミング バタバタ 愛犬 散歩 帰宅 愛犬 散歩', '愛犬 書い 愛犬 愛犬 紹介 愛犬 愛犬 書い 書い 愛犬 書き 愛犬', '愛犬 書い 愛犬 愛犬 男の子 生後 愛犬 書い 書い 愛犬 愛犬 昨年']"
142,141,15,141_水着_水着 水着_季節 水着_季節,"['水着', '水着 水着', '季節 水着', '季節', 'いい コメント コメント', '季節 水着 水着', 'コメント', 'いい コメント', 'コメント コメント', '水着 いい']","['いい コメント コメント バンド 水中 季節 水着 水着 スマホ 防水 インチ', 'いい コメント コメント コメ バンド 水中 季節 水着 水着', 'いい コメント コメント 季節 水着 水着 読み進め 願い あそび 季節 水着']"
143,142,15,142_双子_双子 元気_双子 双子_元気,"['双子', '双子 元気', '双子 双子', '元気', '元気 双子', '二人 やはり', '困りごと', '困りごと 双子', '突き出 双子', '突き出']","['元気 元気 双子 元気 双子 兄 元気 双子 今度 子弟 発熱 子弟 発熱 最近', '心残り 寂しい 双子 改めて 双子 妊娠 寂しい 双子 自身 改めて 双子 双子 生活 進ん', '変わっ 双子 元気 元気 過ごし 双子 思い 元気 我が家 双子 元気 くれ 双子 元気']"
144,143,14,143_保存_常食_保存 常食_保存 保存,"['保存', '常食', '保存 常食', '保存 保存', '常食 保存', '保存 常食 保存', 'まとめ買い 保存', '保存 食品', '食品', 'まとめ買い']","['保存 食 保存 食 常食 まとめ買い 保存 食 食品 まとめ買い 保存 たか 息子 娘', '保存 食 米 常食 保存 常食 保存 食 常食 保存 保存 食 こめ', '常食 保存 食 米 常食 保存 保存 食 常食 保存 保存 食 こめ']"
145,144,14,144_テレビ_フレーム_鎮座_テレビ 台風,"['テレビ', 'フレーム', '鎮座', 'テレビ 台風', 'テレビジョン フレーム', 'テレビ 見れ', 'テレビ 見える', '食べる 見る', 'テレビ 台風 テレビ', 'フレーム 推し']","['戻り テレビ 鎮座 鎮座 テレビ つけ 鎮座 テレビ テレビ 鎮座 そそくさ 戻り テレビ', 'テレビ 台風 テレビ 台風 被害 テレビ 瞬間 紹介 テレビ 台風 テレビ 瞬間 放送', 'なっ テレビ 苦手 苦手 なっ テレビ 台風 テレビ やる 実 テレビ 苦手 テレビ 苦手']"
146,145,14,145_年上_書い 年上_年上 書い_年上 書い 年上,"['年上', '書い 年上', '年上 書い', '年上 書い 年上', '書い 年上 書い', '年上 書い 年上 書い', '書い 年上 書い 年上', '年上 書い 年上 書い 年上', '書い 年上 年上', '書い 年上 年上 書い']","['奈 奈 年上 書い 奈 奈 奈 年上 奈 奈 書い 奈', '奈 奈 年上 書い 奈 奈 奈 年上 奈 奈 書い 奈', '奈 奈 年上 書い 奈 奈 奈 奈 奈 年上 書い 奈']"
147,146,14,146_下さい 勝手_勝手_勝手 下さい_下さい 勝手 下さい 勝手,"['下さい 勝手', '勝手', '勝手 下さい', '下さい 勝手 下さい 勝手', '勝手 下さい 勝手', '下さい 勝手 下さい', '下さい', '勝手 個人', '個人 主観', '勝手 申し']","['やめ 下さい 勝手 下さい 勝手 下さい 勝手 申し 勝手 個人 主観 つい 少し 受け入れ', 'やめ 下さい 勝手 下さい 勝手 下さい 勝手 申し 勝手 個人 主観 つい 少し 受け入れ', 'やめ 下さい 勝手 下さい 勝手 下さい 勝手 申し 勝手 個人 主観 つい 少し 受け入れ']"
148,147,14,147_増加_高かろう_低かろう_下がり,"['増加', '高かろう', '低かろう', '下がり', 'もっと 集中', '下がり いう', '高かろう 低かろう', '妊娠', '下がり 下がり', '比べ 減量']","['止まら 体重 増加 増加 笑い 止まり 言葉 心 止め 増加 母体 つい 止め 妊娠 発覚', '示さ 具体 増加 一方 高く 妊娠 低下 する 示さ 与える 示唆 妊娠 高い 持つ 必ず', '高かろう 低かろう 妊娠 高かろう 低かろう 数値 高かろう 低かろう 低かろう 妊娠 継続 する 数値 高かろう']"
149,148,14,148_ハワイ_ハワイ 訪問_訪問_ござい ハワイ,"['ハワイ', 'ハワイ 訪問', '訪問', 'ござい ハワイ', 'ハワイ ハワイ', 'カリファルニア', 'ハワイ 訪問 ござい', 'ハワイ カリファルニア', '訪問 ござい ハワイ', 'ござい ハワイ 訪問']","['ござい ハワイ ござい ハワイ 訪問 ハワイ 訪問 ござい ハワイ 訪問 体温 み 思っ', 'ハワイ ハワイ 最終 ハワイ 訪問 ハワイ カリファルニア 旅行 ハワイ 訪問 ござい', 'ハワイ カリファルニア 旅行 ハワイ カリファルニア ハワイ ハワイ 訪問 ござい ハワイ 訪問']"
150,149,14,149_心拍_心拍 確認_確認 心拍_確認,"['心拍', '心拍 確認', '確認 心拍', '確認', '胎嚢', '心拍 確認 心拍', '確認 心拍 確認', '確認 心拍 確認 心拍', '心拍 確認 心拍 確認', '確認 心拍 確認 心拍 確認']","['心拍 確認 母子 胎嚢 確認 心拍 確認 心拍 確認 確認 心拍 心拍 確認 心拍', '心拍 確認 母子 胎嚢 確認 心拍 確認 心拍 確認 心拍 確認 心拍 確認 心拍', '心拍 確認 母子 胎嚢 確認 心拍 確認 心拍 確認 心拍 確認 心拍 確認 心拍']"
151,150,14,150_食事_外食_食べ_ハラキリ,"['食事', '外食', '食べ', 'ハラキリ', '晩御飯 平日', '食べ ハラキリ', '給食 食べ', '食べよう', '給食', '食事 備忘']","['朝 食べ ハラキリ 食べ ハラキリ 食べ ハラキリ 絶飲食 翌日 朝 食べ ハラキリ 絶飲食', '晩御飯 平日 晩御飯 平日 夫 我が家 晩御飯 平日 平日 夫 帰り 食事 備忘 始め', '食べ 日間 息子 母子 分離 チャレンジ 先週 週間 給食 週間 給食 食べ 給食 食べ 日間']"
152,151,14,151_参加_受講 招待_受講_招待,"['参加', '受講 招待', '受講', '招待', '遊ん 稽古', '招待 友達', '招待 友達 遊ん 稽古', '受講 招待 友達 遊ん 稽古', '友達 遊ん 稽古', '招待 友達 遊ん']","['受講 風 華 風 華 組 風 華 華 組 招待 友達 遊ん 稽古', '受講 風 華 風 華 組 風 華 華 組 招待 友達 遊ん 稽古', '受講 風 華 風 華 組 風 華 華 組 招待 友達 遊ん 稽古']"
153,152,13,152_暖かい 読ん_読ん 下さる_暖かい_読ん,"['暖かい 読ん', '読ん 下さる', '暖かい', '読ん', '下さる', '成長 気持ち', '暖かい 読ん 下さる', 'どうぞ 暖かい', 'どうぞ 暖かい 読ん', '読ん 下さる 嬉しい']","['娘 成長 気持ち 成長 気持ち 暖かい 読ん 下さる どうぞ 暖かい 読ん 成長 気持ち 些細', '暖かい 読ん 下さる 読ん 下さる 嬉しい どうぞ 暖かい 読ん 娘 成長 気持ち 画面 変わる 知っ', '暖かい 読ん 下さる 読ん 下さる 嬉しい どうぞ 暖かい 読ん 娘 成長 気持ち 成長 気持ち']"
154,153,13,153_移り_ジャンル_ジャンル 移り_子育て ジャンル,"['移り', 'ジャンル', 'ジャンル 移り', '子育て ジャンル', '子育て ジャンル 移り', '切開 男の子', '帝王 切開 男の子', '移り 不妊 治療', '移り 不妊', '治り']","['治療 いい 子育て ジャンル 移り 帝王 切開 男の子 移り 不妊 治療 ジャンル 経 子育て', '治療 ちょこちょこ 子ども 子育て ジャンル 移り 帝王 切開 男の子 移り 不妊 治療 ジャンル 経 子育て', 'せつない 不妊 治療 子育て ジャンル 移り 帝王 切開 男の子 移り 不妊 治療 ジャンル 経 子育て']"
155,154,13,154_治し_治る_早く 治し_治し 思い,"['治し', '治る', '早く 治し', '治し 思い', '完治 大きい', '治し 無い', '治る 長く', '治り むくみ', '治り', '行か いい']","['治る 長く 治る もう 治る 長く 産め 違っ 治る 長く 産め 治る もう', '治る 絶対 治る 行こう 絶対 治り しっかり 治し 行こう 治し 行こう 治る いっ 来る', '早く 治し 思い 早く 治し 治し 思い 摂り 早く 治し 治し 思い 娘']"
156,155,13,155_保育 年少_年少_早生まれ_早生まれ 保育,"['保育 年少', '年少', '早生まれ', '早生まれ 保育', '年少 次女', '保育 年少 次女', '早生まれ 保育 年少', '次女', '保育 年少 保育 年少', '年少 保育 年少']","['保育 年少 次女 早生まれ 保育 年少 保育 年少 事情 長女 おやつ 事情 長女', '保育 年少 次女 早生まれ 保育 年少 保育 年少 卒業 早生まれ 保育 早生まれ 保育', '保育 年少 次女 早生まれ 保育 年少 保育 年少 次女 発語 長女 早生まれ 自宅 保育']"
157,156,13,156_保湿_いる 保湿_成分_保湿 保湿,"['保湿', 'いる 保湿', '成分', '保湿 保湿', '保湿 ぬっ', 'たっぷり 保湿', 'テカリ', 'ぬっ', 'テカリ 防止', '刺激 保湿']","['風呂 たっぷり 保湿 たっぷり 保湿 たっぷり 保湿 新しい 生まれ 保湿 保湿 ワセリン', '相談 保湿 心がける 保湿 心がける 相談 保湿 いる 保湿 必要 いる 保湿', '保湿 ぬっ 直後 思っ 保湿 ぬっ 保湿 いけ きづく 保湿 ぬっ 洗っ 保湿 する']"
158,157,13,157_駐車_空港 駐車_満車_空港 駐車 駐車,"['駐車', '空港 駐車', '満車', '空港 駐車 駐車', '止め 駐車', '駐車 ない', '空港', '駐車 駐車', '入り口', '並ん']","['駐車 ない 自転 駐車 ない 美術 駐車 ない 国立 美術 駐車 ない 自転 雨降り', '空港 駐車 駐車 空港 駐車 駐車 空い 岡山 空港 駐車 夜 駐車 空い', '空き あり 満車 空港 駐車 駐車 あり 満車 空き 空港 駐車 満車 空き あり']"
159,158,12,158_アレルギー_金属_金属 アレルギー_食べ アレルギー,"['アレルギー', '金属', '金属 アレルギー', '食べ アレルギー', '食べ アレルギー 食べ アレルギー', '空き巣', '金属 知っ', 'アレルギー 夜間', 'アレルギー アレルギー', 'つけ 金属']","['卵 食べ アレルギー 食べ アレルギー 出る 重度 ない アレルギー アレルギー 出る 卵 アレルギー 結構', '金属 アレルギー 錆び つけ 金属 アレルギー 金属 アレルギー シルバー つけ 金属 つけ 金属', 'プレゼント 金属 アレルギー 金属 アレルギー 金属 アレルギー 対応 翼 プレゼント 金属 プレゼント 金属']"
